,return_time,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.),departure_time_2
2818,2019-06-29 03:24:06,37,Töölönkatu,32.0,Eläinmuseo,655.0,177,2019-06-29 03:21:04
2819,2019-06-29 03:32:36,26,Kamppi (M),149.0,Toinen linja,2444.0,727,2019-06-29 03:20:24
2820,2019-06-29 03:34:37,83,Meilahden sairaala,68.0,Albertinkatu,3563.0,865,2019-06-29 03:20:08
2821,2019-06-29 03:32:45,26,Kamppi (M),149.0,Toinen linja,2548.0,760,2019-06-29 03:20:00
2822,2019-06-29 03:26:51,8,Vanha kirkkopuisto,69.0,Kalevankatu,618.0,423,2019-06-29 03:19:43
2823,2019-06-29 03:37:18,41,Ympyrätalo,82.0,Töölöntulli,2932.0,1070,2019-06-29 03:19:23
2824,2019-06-29 03:33:38,10,Kasarmitori,36.0,Apollonkatu,2434.0,862,2019-06-29 03:19:11
2825,2019-06-29 03:37:37,41,Ympyrätalo,82.0,Töölöntulli,3082.0,1110,2019-06-29 03:19:05
2826,2019-06-29 03:26:27,122,Lintulahdenkatu,122.0,Lintulahdenkatu,25.0,448,2019-06-29 03:18:52
2827,2019-06-29 03:40:58,3,Kapteeninpuistikko,118.0,Fleminginkatu,3936.0,1334,2019-06-29 03:18:40
2828,2019-06-29 03:46:50,41,Ympyrätalo,85.0,Jalavatie,3683.0,1700,2019-06-29 03:18:26
2829,2019-06-29 03:22:42,36,Apollonkatu,37.0,Töölönkatu,402.0,261,2019-06-29 03:18:16
2830,2019-06-29 03:18:51,25,Narinkka,25.0,Narinkka,16.0,40,2019-06-29 03:18:09
2831,2019-06-29 04:51:30,122,Lintulahdenkatu,282.0,Karhulantie,10244.0,5630,2019-06-29 03:17:38
2832,2019-06-29 03:18:03,3,Kapteeninpuistikko,3.0,Kapteeninpuistikko,0.0,42,2019-06-29 03:17:17
2833,2019-06-29 03:21:40,26,Kamppi (M),36.0,Apollonkatu,1043.0,286,2019-06-29 03:16:49
2834,2019-06-29 03:33:34,635,Kuunkatu,609.0,Sepetlahdentie,2901.0,1012,2019-06-29 03:16:38
2835,2019-06-29 03:24:42,121,Vilhonvuorenkatu,16.0,Liisanpuistikko,1882.0,493,2019-06-29 03:16:24
2836,2019-06-29 03:20:44,11,Unioninkatu,25.0,Narinkka,1083.0,267,2019-06-29 03:16:16
2837,2019-06-29 04:23:42,45,Brahen kenttä,45.0,Brahen kenttä,14.0,4064,2019-06-29 03:15:54
2838,2019-06-29 03:26:33,635,Kuunkatu,579.0,Niittymaa,3222.0,670,2019-06-29 03:15:19
2839,2019-06-29 03:23:01,142,Koskelantie,148.0,Juhana Herttuan tie,1842.0,464,2019-06-29 03:15:14
2840,2019-06-29 03:31:17,259,Petter Wetterin tie,247.0,Haakoninlahdenkatu,1761.0,973,2019-06-29 03:15:04
2841,2019-06-29 03:29:24,122,Lintulahdenkatu,150.0,Töölönlahden puisto,2719.0,869,2019-06-29 03:14:52
2842,2019-06-29 03:32:41,238,Pihlajamäki,228.0,Kustaankartano,4451.0,1068,2019-06-29 03:14:49
2843,2019-06-29 03:29:19,122,Lintulahdenkatu,150.0,Töölönlahden puisto,2717.0,888,2019-06-29 03:14:27
2844,2019-06-29 03:15:18,161,Eteläesplanadi,161.0,Eteläesplanadi,4.0,86,2019-06-29 03:13:50
2845,2019-06-29 03:14:54,142,Koskelantie,142.0,Koskelantie,67.0,67,2019-06-29 03:13:43
2846,2019-06-29 03:24:29,69,Kalevankatu,57.0,Lauttasaaren ostoskeskus,2795.0,649,2019-06-29 03:13:36
2847,2019-06-29 03:25:02,150,Töölönlahden puisto,45.0,Brahen kenttä,1984.0,688,2019-06-29 03:13:30
2848,2019-06-29 03:22:54,109,Hertanmäenkatu,142.0,Koskelantie,1764.0,562,2019-06-29 03:13:27
2849,2019-06-29 03:41:54,60,Porkkalankatu,68.0,Albertinkatu,2984.0,1721,2019-06-29 03:13:13
2850,2019-06-29 03:13:29,161,Eteläesplanadi,161.0,Eteläesplanadi,10.0,38,2019-06-29 03:12:47
2851,2019-06-29 03:22:12,40,Hakaniemi (M),129.0,Pernajantie,2362.0,587,2019-06-29 03:12:23
2852,2019-06-29 03:18:47,6,Hietalahdentori,64.0,Tyynenmerenkatu,1162.0,397,2019-06-29 03:12:09
2853,2019-06-29 03:19:08,6,Hietalahdentori,64.0,Tyynenmerenkatu,1108.0,420,2019-06-29 03:12:04
2854,2019-06-29 03:18:42,128,Päijänteentie,115.0,Venttiilikuja,1563.0,408,2019-06-29 03:11:55
2855,2019-06-29 03:29:22,122,Lintulahdenkatu,139.0,Kaironkatu,3953.0,1042,2019-06-29 03:11:47
2856,2019-06-29 03:21:34,36,Apollonkatu,74.0,Rajasaarentie,1574.0,583,2019-06-29 03:11:47
2857,2019-06-29 03:32:03,161,Eteläesplanadi,86.0,Kuusitie,4749.0,1228,2019-06-29 03:11:33
2858,2019-06-29 03:20:00,30,Itämerentori,53.0,Heikkiläntie,1911.0,525,2019-06-29 03:11:11
2859,2019-06-29 03:19:38,49,Annankatu,63.0,Jätkäsaarenlaituri,1404.0,508,2019-06-29 03:11:06
2860,2019-06-29 03:35:16,161,Eteläesplanadi,36.0,Apollonkatu,4032.0,1480,2019-06-29 03:10:31
2861,2019-06-29 03:24:38,20,Kaisaniemenpuisto,121.0,Vilhonvuorenkatu,2372.0,849,2019-06-29 03:10:24
2862,2019-06-29 03:14:03,49,Annankatu,69.0,Kalevankatu,840.0,243,2019-06-29 03:09:58
2863,2019-06-29 03:10:11,161,Eteläesplanadi,161.0,Eteläesplanadi,1.0,26,2019-06-29 03:09:43
2864,2019-06-29 03:34:46,222,Huovitie,707.0,Majurinkulma,5784.0,1520,2019-06-29 03:09:22
2865,2019-06-29 03:14:04,763,Kalkkipellonmäki,711.0,Kirjurinkuja,1355.0,292,2019-06-29 03:09:08
2866,2019-06-29 03:20:12,66,Ehrenströmintie,22.0,Rautatientori / länsi,2421.0,675,2019-06-29 03:08:54
2867,2019-06-29 03:22:51,617,Tiistinkallio,635.0,Kuunkatu,2511.0,874,2019-06-29 03:08:12
2868,2019-06-29 03:15:37,124,Isoisänsilta,121.0,Vilhonvuorenkatu,1329.0,445,2019-06-29 03:08:11
2869,2019-06-29 03:47:36,124,Isoisänsilta,107.0,Tenholantie,7381.0,2373,2019-06-29 03:07:59
2870,2019-06-29 03:21:34,36,Apollonkatu,74.0,Rajasaarentie,1617.0,834,2019-06-29 03:07:35
2871,2019-06-29 03:52:43,141,Intiankatu,87.0,Kustaankatu,2803.0,2707,2019-06-29 03:07:32
2872,2019-06-29 03:25:47,141,Intiankatu,75.0,Korjaamo,4234.0,1118,2019-06-29 03:07:03
2873,2019-06-29 03:26:18,123,Näkinsilta,64.0,Tyynenmerenkatu,4231.0,1156,2019-06-29 03:06:58
2874,2019-06-29 03:21:58,123,Näkinsilta,70.0,Sammonpuistikko,3183.0,899,2019-06-29 03:06:54
2875,2019-06-29 03:11:56,22,Rautatientori / länsi,150.0,Töölönlahden puisto,878.0,304,2019-06-29 03:06:48
2876,2019-06-29 03:14:14,47,Vanha Kauppahalli,19.0,Rautatientori / itä,1179.0,446,2019-06-29 03:06:45
2877,2019-06-29 03:22:09,11,Unioninkatu,36.0,Apollonkatu,2382.0,927,2019-06-29 03:06:41
2878,2019-06-29 03:19:39,30,Itämerentori,55.0,Puistokaari,3083.0,778,2019-06-29 03:06:37
2879,2019-06-29 03:15:12,1,Kaivopuisto,49.0,Annankatu,1527.0,526,2019-06-29 03:06:20
2880,2019-06-29 03:21:25,30,Itämerentori,57.0,Lauttasaaren ostoskeskus,1764.0,926,2019-06-29 03:05:55
2881,2019-06-29 03:12:58,16,Liisanpuistikko,121.0,Vilhonvuorenkatu,1745.0,449,2019-06-29 03:05:24
2882,2019-06-29 03:15:21,1,Kaivopuisto,49.0,Annankatu,1692.0,620,2019-06-29 03:04:59
2883,2019-06-29 03:25:32,121,Vilhonvuorenkatu,255.0,Laivalahden puistotie,4073.0,1237,2019-06-29 03:04:50
2884,2019-06-29 03:12:48,162,Leppäsuonaukio,64.0,Tyynenmerenkatu,1611.0,542,2019-06-29 03:03:42
2885,2019-06-29 03:09:50,22,Rautatientori / länsi,8.0,Vanha kirkkopuisto,796.0,367,2019-06-29 03:03:39
2886,2019-06-29 03:12:53,162,Leppäsuonaukio,64.0,Tyynenmerenkatu,1617.0,557,2019-06-29 03:03:31
2887,2019-06-29 03:27:40,121,Vilhonvuorenkatu,144.0,Käpyläntie,4057.0,1469,2019-06-29 03:03:05
2888,2019-06-29 03:11:22,101,Munkkivuoren ostoskeskus,211.0,Haagan tori,1466.0,502,2019-06-29 03:02:57
2889,2019-06-29 03:18:35,75,Korjaamo,137.0,Arabian kauppakeskus,4220.0,936,2019-06-29 03:02:53
2890,2019-06-29 03:14:03,141,Intiankatu,113.0,Veturitori,2508.0,677,2019-06-29 03:02:45
2891,2019-06-29 03:22:49,161,Eteläesplanadi,41.0,Ympyrätalo,1882.0,1211,2019-06-29 03:02:34
2892,2019-06-29 03:22:47,161,Eteläesplanadi,41.0,Ympyrätalo,1909.0,1229,2019-06-29 03:02:13
2893,2019-06-29 03:09:17,161,Eteläesplanadi,161.0,Eteläesplanadi,1.0,435,2019-06-29 03:01:59
2894,2019-06-29 03:08:32,4,Viiskulma,26.0,Kamppi (M),1067.0,391,2019-06-29 03:01:59
2895,2019-06-29 03:18:28,63,Jätkäsaarenlaituri,50.0,Melkonkuja,3327.0,1029,2019-06-29 03:01:17
2896,2019-06-29 03:12:07,49,Annankatu,62.0,Messitytönkatu,1774.0,667,2019-06-29 03:00:56
2897,2019-06-29 03:05:04,41,Ympyrätalo,149.0,Toinen linja,375.0,253,2019-06-29 03:00:46
2898,2019-06-29 03:24:36,57,Lauttasaaren ostoskeskus,39.0,Ooppera,4578.0,1430,2019-06-29 03:00:41
2899,2019-06-29 03:08:38,142,Koskelantie,148.0,Juhana Herttuan tie,1855.0,482,2019-06-29 03:00:34
2900,2019-06-29 03:10:24,32,Eläinmuseo,78.0,Messeniuksenkatu,2099.0,615,2019-06-29 03:00:07
2901,2019-06-29 03:24:20,57,Lauttasaaren ostoskeskus,39.0,Ooppera,4764.0,1465,2019-06-29 02:59:54
2902,2019-06-29 03:06:12,727,Ratsutori,711.0,Kirjurinkuja,1104.0,423,2019-06-29 02:59:06
2903,2019-06-29 03:09:19,119,Gebhardinaukio,141.0,Intiankatu,2513.0,610,2019-06-29 02:59:04
2904,2019-06-29 03:22:02,111,Esterinportti,37.0,Töölönkatu,3077.0,1400,2019-06-29 02:58:35
2905,2019-06-29 03:09:36,596,Toppelundinportti,623.0,Nelikkotie,2184.0,656,2019-06-29 02:58:34
2906,2019-06-29 03:03:13,132,Hollolantie,134.0,Haukilahdenkatu,935.0,276,2019-06-29 02:58:33
2907,2019-06-29 03:00:47,106,Korppaanmäentie,104.0,Kriikunakuja,510.0,130,2019-06-29 02:58:32
2908,2019-06-29 03:01:25,161,Eteläesplanadi,161.0,Eteläesplanadi,40.0,219,2019-06-29 02:57:42
2909,2019-06-29 03:00:44,596,Toppelundinportti,593.0,Toppelundintie,496.0,179,2019-06-29 02:57:42
2910,2019-06-29 04:41:21,123,Näkinsilta,63.0,Jätkäsaarenlaituri,3659.0,1001,2019-06-29 02:57:34
2911,2019-06-29 03:08:15,22,Rautatientori / länsi,122.0,Lintulahdenkatu,2325.0,644,2019-06-29 02:57:27
2912,2019-06-29 03:02:16,142,Koskelantie,144.0,Käpyläntie,880.0,312,2019-06-29 02:57:00
2913,2019-06-29 03:05:47,92,Saunalahdentie,101.0,Munkkivuoren ostoskeskus,1803.0,590,2019-06-29 02:55:52
2914,2019-06-29 03:07:35,42,Haapaniemenkatu,37.0,Töölönkatu,2748.0,754,2019-06-29 02:54:57
2915,2019-06-29 03:06:43,19,Rautatientori / itä,149.0,Toinen linja,0.0,714,2019-06-29 02:54:45
2916,2019-06-29 03:08:22,1,Kaivopuisto,26.0,Kamppi (M),1999.0,881,2019-06-29 02:53:36
2917,2019-06-29 03:22:06,161,Eteläesplanadi,44.0,Sörnäinen (M),3442.0,1711,2019-06-29 02:53:30
2918,2019-06-29 03:08:26,1,Kaivopuisto,26.0,Kamppi (M),2193.0,909,2019-06-29 02:53:12
2919,2019-06-29 02:56:34,150,Töölönlahden puisto,39.0,Ooppera,773.0,198,2019-06-29 02:53:12
2920,2019-06-29 03:12:56,162,Leppäsuonaukio,98.0,Ulvilantie,5528.0,1189,2019-06-29 02:53:06
2921,2019-06-29 03:00:13,543,Otaranta,527.0,Otsolahti,1633.0,455,2019-06-29 02:52:34
2922,2019-06-29 03:04:15,40,Hakaniemi (M),125.0,Arielinkatu,2681.0,696,2019-06-29 02:52:34
2923,2019-06-29 03:07:02,1,Kaivopuisto,69.0,Kalevankatu,1854.0,865,2019-06-29 02:52:33
2924,2019-06-29 03:08:20,36,Apollonkatu,40.0,Hakaniemi (M),2969.0,991,2019-06-29 02:51:45
2925,2019-06-29 03:00:12,13,Merisotilaantori,15.0,Ritarikatu,1549.0,514,2019-06-29 02:51:34
2926,2019-06-29 03:01:38,65,Hylkeenpyytäjänkatu,63.0,Jätkäsaarenlaituri,1700.0,609,2019-06-29 02:51:24
2927,2019-06-29 02:51:53,25,Narinkka,25.0,Narinkka,6.0,45,2019-06-29 02:51:09
2928,2019-06-29 02:56:21,85,Jalavatie,106.0,Korppaanmäentie,1241.0,312,2019-06-29 02:51:04
2929,2019-06-29 03:09:02,1,Kaivopuisto,70.0,Sammonpuistikko,2707.0,1099,2019-06-29 02:50:39
2930,2019-06-29 02:53:31,731,Leppävaarankäytävä,725.0,Rummunlyöjänkatu,712.0,193,2019-06-29 02:50:14
2931,2019-06-29 03:09:12,52,Heikkilänaukio,19.0,Rautatientori / itä,4798.0,1147,2019-06-29 02:50:03
2932,2019-06-29 03:13:31,161,Eteläesplanadi,41.0,Ympyrätalo,2481.0,1413,2019-06-29 02:49:55
2933,2019-06-29 02:54:26,33,Kauppakorkeakoulu,26.0,Kamppi (M),490.0,276,2019-06-29 02:49:45
2934,2019-06-29 03:04:53,52,Heikkilänaukio,162.0,Leppäsuonaukio,3491.0,907,2019-06-29 02:49:42
2935,2019-06-29 02:56:57,733,Läkkitori,749.0,Vallikatu,914.0,432,2019-06-29 02:49:40
2936,2019-06-29 02:53:33,131,Elimäenkatu,136.0,Sofianlehdonkatu,1031.0,243,2019-06-29 02:49:25
2937,2019-06-29 03:01:02,41,Ympyrätalo,49.0,Annankatu,2397.0,705,2019-06-29 02:49:16
2938,2019-06-29 03:03:41,254,Agnetankuja,254.0,Agnetankuja,1609.0,862,2019-06-29 02:49:15
2939,2019-06-29 03:01:16,41,Ympyrätalo,49.0,Annankatu,2331.0,719,2019-06-29 02:49:13
2940,2019-06-29 02:53:20,123,Näkinsilta,121.0,Vilhonvuorenkatu,1086.0,243,2019-06-29 02:49:12
2941,2019-06-29 03:08:38,38,Töölöntori,40.0,Hakaniemi (M),3467.0,1179,2019-06-29 02:48:55
2942,2019-06-29 03:06:14,65,Hylkeenpyytäjänkatu,58.0,Lauttasaarensilta,3379.0,1040,2019-06-29 02:48:50
2943,2019-06-29 02:56:08,262,Siilitie (M),266.0,Siilitie 13,1147.0,434,2019-06-29 02:48:49
2944,2019-06-29 02:52:00,119,Gebhardinaukio,131.0,Elimäenkatu,899.0,203,2019-06-29 02:48:36
2945,2019-06-29 02:53:19,90,Paciuksenkaari,88.0,Kiskontie,902.0,281,2019-06-29 02:48:35
2946,2019-06-29 03:05:59,111,Esterinportti,32.0,Eläinmuseo,4054.0,1075,2019-06-29 02:48:02
2947,2019-06-29 03:05:40,123,Näkinsilta,58.0,Lauttasaarensilta,4649.0,1061,2019-06-29 02:47:55
2948,2019-06-29 02:50:56,727,Ratsutori,715.0,Komentajankatu,726.0,191,2019-06-29 02:47:42
2949,2019-06-29 03:08:15,38,Töölöntori,40.0,Hakaniemi (M),3543.0,1243,2019-06-29 02:47:31
2950,2019-06-29 03:05:49,26,Kamppi (M),36.0,Apollonkatu,1153.0,1097,2019-06-29 02:47:28
2951,2019-06-29 03:09:03,729,Leppävaaranaukio,94.0,Laajalahden aukio,4906.0,1300,2019-06-29 02:47:19
2952,2019-06-29 02:49:55,1,Kaivopuisto,1.0,Kaivopuisto,0.0,170,2019-06-29 02:47:00
2953,2019-06-29 03:09:05,1,Kaivopuisto,70.0,Sammonpuistikko,2783.0,1324,2019-06-29 02:46:57
2954,2019-06-29 02:58:20,64,Tyynenmerenkatu,22.0,Rautatientori / länsi,2501.0,684,2019-06-29 02:46:50
2955,2019-06-29 02:55:17,163,Lehtisaarentie,92.0,Saunalahdentie,2182.0,524,2019-06-29 02:46:33
2956,2019-06-29 03:07:08,135,Velodrominrinne,232.0,Oulunkylän asema,4118.0,1235,2019-06-29 02:46:28
2957,2019-06-29 02:49:29,641,Komeetankatu,633.0,Avaruuskatu,853.0,177,2019-06-29 02:46:27
2958,2019-06-29 02:56:01,161,Eteläesplanadi,62.0,Messitytönkatu,2078.0,572,2019-06-29 02:46:25
2959,2019-06-29 02:55:25,66,Ehrenströmintie,17.0,Varsapuistikko,2303.0,537,2019-06-29 02:46:24
2960,2019-06-29 02:54:40,214,Valimon asema,221.0,Thalianaukio,1711.0,511,2019-06-29 02:46:04
2961,2019-06-29 03:03:49,11,Unioninkatu,51.0,Itälahdenkatu,5448.0,1078,2019-06-29 02:45:47
2962,2019-06-29 02:50:07,511,Sateentie,509.0,Revontulentie,535.0,261,2019-06-29 02:45:42
2963,2019-06-29 02:52:11,37,Töölönkatu,74.0,Rajasaarentie,1560.0,390,2019-06-29 02:45:36
2964,2019-06-29 02:58:49,11,Unioninkatu,66.0,Ehrenströmintie,1521.0,801,2019-06-29 02:45:23
2965,2019-06-29 02:54:01,49,Annankatu,70.0,Sammonpuistikko,1651.0,515,2019-06-29 02:45:21
2966,2019-06-29 02:51:16,239,Viikin tiedepuisto,240.0,Viikin normaalikoulu,1263.0,352,2019-06-29 02:45:19
2967,2019-06-29 02:55:41,64,Tyynenmerenkatu,64.0,Tyynenmerenkatu,1106.0,637,2019-06-29 02:45:02
2968,2019-06-29 02:49:08,44,Sörnäinen (M),45.0,Brahen kenttä,586.0,247,2019-06-29 02:44:57
2969,2019-06-29 02:54:33,69,Kalevankatu,201.0,Länsisatamankuja,1598.0,567,2019-06-29 02:44:56
2970,2019-06-29 02:58:39,11,Unioninkatu,35.0,Cygnaeuksenkatu,1719.0,819,2019-06-29 02:44:54
2971,2019-06-29 02:45:10,214,Valimon asema,214.0,Valimon asema,0.0,16,2019-06-29 02:44:50
2972,2019-06-29 02:50:49,274,Voikukantie,279.0,Puotinkylän kartano,1365.0,367,2019-06-29 02:44:40
2973,2019-06-29 02:58:14,64,Tyynenmerenkatu,22.0,Rautatientori / länsi,2628.0,816,2019-06-29 02:44:36
2974,2019-06-29 02:52:10,3,Kapteeninpuistikko,69.0,Kalevankatu,1396.0,449,2019-06-29 02:44:36
2975,2019-06-29 02:46:23,64,Tyynenmerenkatu,64.0,Tyynenmerenkatu,34.0,104,2019-06-29 02:44:36
2976,2019-06-29 03:01:46,142,Koskelantie,101.0,Munkkivuoren ostoskeskus,4234.0,1033,2019-06-29 02:44:30
2977,2019-06-29 02:44:56,11,Unioninkatu,11.0,Unioninkatu,10.0,27,2019-06-29 02:44:24
2978,2019-06-29 02:58:13,64,Tyynenmerenkatu,37.0,Töölönkatu,2833.0,832,2019-06-29 02:44:19
2979,2019-06-29 03:02:49,92,Saunalahdentie,109.0,Hertanmäenkatu,3659.0,1106,2019-06-29 02:44:19
2980,2019-06-29 02:48:09,26,Kamppi (M),31.0,Marian sairaala,537.0,231,2019-06-29 02:44:14
2981,2019-06-29 02:54:43,77,Nordenskiöldinaukio,96.0,Huopalahdentie,2617.0,661,2019-06-29 02:43:34
2982,2019-06-29 02:45:10,18,Porthania,18.0,Porthania,6.0,93,2019-06-29 02:43:33
2983,2019-06-29 02:53:00,284,Myllypuro (M),242.0,Von Daehnin katu,2366.0,577,2019-06-29 02:43:20
2984,2019-06-29 02:44:25,161,Eteläesplanadi,161.0,Eteläesplanadi,0.0,61,2019-06-29 02:43:16
2985,2019-06-29 02:50:40,26,Kamppi (M),64.0,Tyynenmerenkatu,1756.0,445,2019-06-29 02:43:11
2986,2019-06-29 02:53:34,150,Töölönlahden puisto,43.0,Karhupuisto,1948.0,629,2019-06-29 02:43:01
2987,2019-06-29 02:52:28,3,Kapteeninpuistikko,69.0,Kalevankatu,1402.0,572,2019-06-29 02:42:52
2988,2019-06-29 02:46:56,68,Albertinkatu,68.0,Albertinkatu,0.0,248,2019-06-29 02:42:43
2989,2019-06-29 02:48:51,29,Baana,201.0,Länsisatamankuja,1104.0,385,2019-06-29 02:42:22
2990,2019-06-29 02:50:26,103,Vihdintie,95.0,Munkkiniemen aukio,1723.0,511,2019-06-29 02:41:50
2991,2019-06-29 02:42:48,44,Sörnäinen (M),44.0,Sörnäinen (M),30.0,67,2019-06-29 02:41:35
2992,2019-06-29 02:50:23,103,Vihdintie,95.0,Munkkiniemen aukio,1654.0,533,2019-06-29 02:41:26
2993,2019-06-29 02:59:16,142,Koskelantie,101.0,Munkkivuoren ostoskeskus,3890.0,1071,2019-06-29 02:41:20
2994,2019-06-29 03:07:34,68,Albertinkatu,77.0,Nordenskiöldinaukio,3095.0,1598,2019-06-29 02:40:50
2995,2019-06-29 02:49:29,44,Sörnäinen (M),125.0,Arielinkatu,1566.0,518,2019-06-29 02:40:47
2996,2019-06-29 03:22:34,42,Haapaniemenkatu,138.0,Arabiankatu,3655.0,2519,2019-06-29 02:40:30
2997,2019-06-29 02:47:58,11,Unioninkatu,4.0,Viiskulma,1284.0,450,2019-06-29 02:40:23
2998,2019-06-29 02:50:32,132,Hollolantie,37.0,Töölönkatu,2973.0,608,2019-06-29 02:40:19
2999,2019-06-29 02:50:37,1,Kaivopuisto,63.0,Jätkäsaarenlaituri,2660.0,623,2019-06-29 02:40:10
3000,2019-06-29 03:07:24,68,Albertinkatu,77.0,Nordenskiöldinaukio,3091.0,1635,2019-06-29 02:40:04
3001,2019-06-29 02:47:44,117,Brahen puistikko,78.0,Messeniuksenkatu,1939.0,482,2019-06-29 02:39:38
3002,2019-06-29 02:45:09,137,Arabian kauppakeskus,138.0,Arabiankatu,817.0,325,2019-06-29 02:39:38
3003,2019-06-29 02:39:48,1,Kaivopuisto,1.0,Kaivopuisto,0.0,16,2019-06-29 02:39:28
3004,2019-06-29 02:49:45,11,Unioninkatu,67.0,Perämiehenkatu,1509.0,620,2019-06-29 02:39:20
3005,2019-06-29 02:44:39,256,Herttoniemenranta,254.0,Agnetankuja,940.0,300,2019-06-29 02:39:14
3006,2019-06-29 03:01:01,41,Ympyrätalo,26.0,Kamppi (M),3406.0,1302,2019-06-29 02:39:14
3007,2019-06-29 02:51:05,15,Ritarikatu,124.0,Isoisänsilta,3073.0,707,2019-06-29 02:39:13
3008,2019-06-29 02:53:49,41,Ympyrätalo,78.0,Messeniuksenkatu,2509.0,878,2019-06-29 02:39:07
3009,2019-06-29 02:39:14,18,Porthania,18.0,Porthania,12.0,31,2019-06-29 02:38:38
3010,2019-06-29 03:03:44,18,Porthania,126.0,Kalasatama (M),3381.0,1510,2019-06-29 02:38:31
3011,2019-06-29 02:46:04,17,Varsapuistikko,41.0,Ympyrätalo,892.0,457,2019-06-29 02:38:23
3012,2019-06-29 02:47:05,239,Viikin tiedepuisto,242.0,Von Daehnin katu,2589.0,531,2019-06-29 02:38:12
3013,2019-06-29 02:44:44,597,Linnakepolku,596.0,Toppelundinportti,496.0,383,2019-06-29 02:38:11
3014,2019-06-29 02:50:33,3,Kapteeninpuistikko,19.0,Rautatientori / itä,0.0,748,2019-06-29 02:38:01
3015,2019-06-29 02:50:47,637,Ruomelantie,617.0,Tiistinkallio,2797.0,764,2019-06-29 02:37:59
3016,2019-06-29 02:42:49,26,Kamppi (M),70.0,Sammonpuistikko,735.0,289,2019-06-29 02:37:56
3017,2019-06-29 02:48:56,120,Mäkelänkatu,22.0,Rautatientori / länsi,3259.0,674,2019-06-29 02:37:38
3018,2019-06-29 02:47:30,161,Eteläesplanadi,122.0,Lintulahdenkatu,2317.0,620,2019-06-29 02:37:07
3019,2019-06-29 02:54:56,2,Laivasillankatu,121.0,Vilhonvuorenkatu,3798.0,1065,2019-06-29 02:37:07
3020,2019-06-29 02:37:57,25,Narinkka,25.0,Narinkka,8.0,74,2019-06-29 02:36:41
3021,2019-06-29 02:49:33,15,Ritarikatu,122.0,Lintulahdenkatu,2324.0,771,2019-06-29 02:36:22
3022,2019-06-29 02:56:59,95,Munkkiniemen aukio,212.0,Tunnelitie,3448.0,1237,2019-06-29 02:36:21
3023,2019-06-29 02:49:48,15,Ritarikatu,122.0,Lintulahdenkatu,2268.0,804,2019-06-29 02:36:19
3024,2019-06-29 02:49:00,120,Mäkelänkatu,22.0,Rautatientori / länsi,3389.0,769,2019-06-29 02:36:05
3025,2019-06-29 02:55:24,2,Laivasillankatu,121.0,Vilhonvuorenkatu,3755.0,1156,2019-06-29 02:36:04
3026,2019-06-29 02:36:17,122,Lintulahdenkatu,122.0,Lintulahdenkatu,0.0,27,2019-06-29 02:35:36
3027,2019-06-29 02:40:06,95,Munkkiniemen aukio,94.0,Laajalahden aukio,479.0,266,2019-06-29 02:35:35
3028,2019-06-29 03:00:38,16,Liisanpuistikko,140.0,Verkatehtaanpuisto,5907.0,1508,2019-06-29 02:35:27
3029,2019-06-29 02:35:53,95,Munkkiniemen aukio,95.0,Munkkiniemen aukio,0.0,27,2019-06-29 02:35:24
3030,2019-06-29 02:36:12,3,Kapteeninpuistikko,3.0,Kapteeninpuistikko,8.0,47,2019-06-29 02:35:20
3031,2019-06-29 02:41:24,72,Eteläinen Hesperiankatu,75.0,Korjaamo,1214.0,363,2019-06-29 02:35:17
3032,2019-06-29 02:41:31,249,Isosaarentie,250.0,Reiherintie,1379.0,382,2019-06-29 02:34:58
3033,2019-06-29 04:03:06,49,Annankatu,589.0,Haukilahdenranta,14410.0,5302,2019-06-29 02:34:39
3034,2019-06-29 02:42:54,213,Huopalahden asema,220.0,Ida Aalbergin tie,1537.0,507,2019-06-29 02:34:22
3035,2019-06-29 02:41:54,34,Kansallismuseo,75.0,Korjaamo,1413.0,451,2019-06-29 02:34:18
3036,2019-06-29 02:39:18,513,Hakalehto,575.0,Tontunmäentie,1319.0,325,2019-06-29 02:33:48
3037,2019-06-29 02:55:24,115,Venttiilikuja,101.0,Munkkivuoren ostoskeskus,4541.0,1294,2019-06-29 02:33:46
3038,2019-06-29 02:35:59,104,Kriikunakuja,106.0,Korppaanmäentie,504.0,142,2019-06-29 02:33:34
3039,2019-06-29 02:40:48,69,Kalevankatu,30.0,Itämerentori,1049.0,437,2019-06-29 02:33:27
3040,2019-06-29 02:43:19,8,Vanha kirkkopuisto,5.0,Sepänkatu,1668.0,593,2019-06-29 02:33:21
3041,2019-06-29 02:44:28,122,Lintulahdenkatu,137.0,Arabian kauppakeskus,2824.0,685,2019-06-29 02:32:59
3042,2019-06-29 02:42:20,89,Tilkanvierto,114.0,Ratapihantie,2229.0,596,2019-06-29 02:32:19
3043,2019-06-29 02:40:15,30,Itämerentori,57.0,Lauttasaaren ostoskeskus,1733.0,473,2019-06-29 02:32:19
3044,2019-06-29 02:38:43,505,Westendinasema,596.0,Toppelundinportti,1443.0,389,2019-06-29 02:32:10
3045,2019-06-29 02:37:00,8,Vanha kirkkopuisto,5.0,Sepänkatu,1047.0,288,2019-06-29 02:32:06
3046,2019-06-29 02:35:06,8,Vanha kirkkopuisto,4.0,Viiskulma,596.0,189,2019-06-29 02:31:52
